No,Nama KKKS,Tahun,Bulan,Jenis Interaksi,Detail Aktivitas,Keterangan,Skor,Label
403,PT Pema Global Energi,2024,Desember,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
404,PT Pema Global Energi,2024,Desember,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
405,PT Pema Global Energi,2024,Desember,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
406,PT Pema Global Energi,2024,Desember,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
407,Triangle Pase,2024,Desember,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
408,Triangle Pase,2024,Desember,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
409,Triangle Pase,2024,Desember,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
410,Triangle Pase,2024,Desember,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
411,Triangle Pase,2024,Desember,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
412,Triangle Pase,2024,Desember,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
413,Triangle Pase,2024,Desember,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
414,Zaratex N.V.,2024,Desember,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
415,Zaratex N.V.,2024,Desember,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
416,Zaratex N.V.,2024,Desember,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
417,Zaratex N.V.,2024,Desember,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
418,Zaratex N.V.,2024,Desember,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
419,Zaratex N.V.,2024,Desember,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
420,Zaratex N.V.,2024,Desember,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
421,Conrad Asia Energy,2025,Januari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
422,Conrad Asia Energy,2025,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
423,Conrad Asia Energy,2025,Januari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
424,Conrad Asia Energy,2025,Januari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
425,Conrad Asia Energy,2025,Januari,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
426,Conrad Asia Energy,2025,Januari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
427,Conrad Asia Energy,2025,Januari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
428,PT Medco E&P Malaka,2025,Januari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
429,PT Medco E&P Malaka,2025,Januari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
430,PT Medco E&P Malaka,2025,Januari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
431,PT Medco E&P Malaka,2025,Januari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
432,PT Medco E&P Malaka,2025,Januari,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
433,PT Medco E&P Malaka,2025,Januari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
434,PT Medco E&P Malaka,2025,Januari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
435,PT Pema Global Energi,2025,Januari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
436,PT Pema Global Energi,2025,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
437,PT Pema Global Energi,2025,Januari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
438,PT Pema Global Energi,2025,Januari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
439,PT Pema Global Energi,2025,Januari,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
440,PT Pema Global Energi,2025,Januari,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
441,PT Pema Global Energi,2025,Januari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
442,Triangle Pase,2025,Januari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
443,Triangle Pase,2025,Januari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
444,Triangle Pase,2025,Januari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
445,Triangle Pase,2025,Januari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
446,Triangle Pase,2025,Januari,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
447,Triangle Pase,2025,Januari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
448,Triangle Pase,2025,Januari,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
449,Zaratex N.V.,2025,Januari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
450,Zaratex N.V.,2025,Januari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
451,Zaratex N.V.,2025,Januari,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
452,Zaratex N.V.,2025,Januari,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
453,Zaratex N.V.,2025,Januari,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
454,Zaratex N.V.,2025,Januari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
455,Zaratex N.V.,2025,Januari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
456,Conrad Asia Energy,2025,Februari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
457,Conrad Asia Energy,2025,Februari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
458,Conrad Asia Energy,2025,Februari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
459,Conrad Asia Energy,2025,Februari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
460,Conrad Asia Energy,2025,Februari,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
461,Conrad Asia Energy,2025,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
462,Conrad Asia Energy,2025,Februari,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
463,PT Medco E&P Malaka,2025,Februari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
464,PT Medco E&P Malaka,2025,Februari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
465,PT Medco E&P Malaka,2025,Februari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
466,PT Medco E&P Malaka,2025,Februari,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
467,PT Medco E&P Malaka,2025,Februari,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
468,PT Medco E&P Malaka,2025,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
469,PT Medco E&P Malaka,2025,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
470,PT Pema Global Energi,2025,Februari,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
471,PT Pema Global Energi,2025,Februari,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
472,PT Pema Global Energi,2025,Februari,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
473,PT Pema Global Energi,2025,Februari,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
474,PT Pema Global Energi,2025,Februari,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
475,PT Pema Global Energi,2025,Februari,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
476,PT Pema Global Energi,2025,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
477,Triangle Pase,2025,Februari,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
478,Triangle Pase,2025,Februari,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
479,Triangle Pase,2025,Februari,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
480,Triangle Pase,2025,Februari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
481,Triangle Pase,2025,Februari,Partisipasi,Program Magang Lokal,Penyerapan tenaga kerja magang dari univ lokal,3,Harmonis
482,Triangle Pase,2025,Februari,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
483,Triangle Pase,2025,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
484,Zaratex N.V.,2025,Februari,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
485,Zaratex N.V.,2025,Februari,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
486,Zaratex N.V.,2025,Februari,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
487,Zaratex N.V.,2025,Februari,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
488,Zaratex N.V.,2025,Februari,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
489,Zaratex N.V.,2025,Februari,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
490,Zaratex N.V.,2025,Februari,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
491,Conrad Asia Energy,2025,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
492,Conrad Asia Energy,2025,Maret,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
493,Conrad Asia Energy,2025,Maret,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
494,Conrad Asia Energy,2025,Maret,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
495,Conrad Asia Energy,2025,Maret,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
496,Conrad Asia Energy,2025,Maret,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
497,Conrad Asia Energy,2025,Maret,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
498,PT Medco E&P Malaka,2025,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
499,PT Medco E&P Malaka,2025,Maret,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
500,PT Medco E&P Malaka,2025,Maret,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
501,PT Medco E&P Malaka,2025,Maret,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
502,PT Medco E&P Malaka,2025,Maret,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
503,PT Medco E&P Malaka,2025,Maret,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
504,PT Medco E&P Malaka,2025,Maret,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
505,PT Pema Global Energi,2025,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
506,PT Pema Global Energi,2025,Maret,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
507,PT Pema Global Energi,2025,Maret,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
508,PT Pema Global Energi,2025,Maret,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
509,PT Pema Global Energi,2025,Maret,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
510,PT Pema Global Energi,2025,Maret,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
511,PT Pema Global Energi,2025,Maret,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
512,Triangle Pase,2025,Maret,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
513,Triangle Pase,2025,Maret,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
514,Triangle Pase,2025,Maret,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
515,Triangle Pase,2025,Maret,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
516,Triangle Pase,2025,Maret,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
517,Triangle Pase,2025,Maret,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
518,Triangle Pase,2025,Maret,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
519,Zaratex N.V.,2025,Maret,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
520,Zaratex N.V.,2025,Maret,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
521,Zaratex N.V.,2025,Maret,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
522,Zaratex N.V.,2025,Maret,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
523,Zaratex N.V.,2025,Maret,Partisipasi,Workshop Teknis Migas,Proaktif berbagi studi kasus pengeboran,3,Harmonis
524,Zaratex N.V.,2025,Maret,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
525,Zaratex N.V.,2025,Maret,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
526,Conrad Asia Energy,2025,April,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
527,Conrad Asia Energy,2025,April,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
528,Conrad Asia Energy,2025,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
529,Conrad Asia Energy,2025,April,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
530,Conrad Asia Energy,2025,April,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
531,Conrad Asia Energy,2025,April,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
532,Conrad Asia Energy,2025,April,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
533,PT Medco E&P Malaka,2025,April,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
534,PT Medco E&P Malaka,2025,April,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
535,PT Medco E&P Malaka,2025,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
536,PT Medco E&P Malaka,2025,April,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
537,PT Medco E&P Malaka,2025,April,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
538,PT Medco E&P Malaka,2025,April,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
539,PT Medco E&P Malaka,2025,April,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
540,PT Pema Global Energi,2025,April,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
541,PT Pema Global Energi,2025,April,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
542,PT Pema Global Energi,2025,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
543,PT Pema Global Energi,2025,April,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
544,PT Pema Global Energi,2025,April,Partisipasi,Knowledge Sharing Session,Memberikan edukasi K3LL kepada tim teknis BPMA,3,Harmonis
545,PT Pema Global Energi,2025,April,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
546,PT Pema Global Energi,2025,April,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
547,Triangle Pase,2025,April,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
548,Triangle Pase,2025,April,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
549,Triangle Pase,2025,April,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
550,Triangle Pase,2025,April,Laporan,FQR (Financial Quarterly Report),"Lampiran tidak lengkap, butuh revisi besar",1,Kurang Harmonis
551,Triangle Pase,2025,April,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
552,Triangle Pase,2025,April,Rapat,MCM (Monthly Coordination Meeting),Tidak hadir tanpa konfirmasi/berhalangan,1,Kurang Harmonis
553,Triangle Pase,2025,April,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
554,Zaratex N.V.,2025,April,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
555,Zaratex N.V.,2025,April,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
556,Zaratex N.V.,2025,April,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
557,Zaratex N.V.,2025,April,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
558,Zaratex N.V.,2025,April,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
559,Zaratex N.V.,2025,April,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
560,Zaratex N.V.,2025,April,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
561,Conrad Asia Energy,2025,Mei,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
562,Conrad Asia Energy,2025,Mei,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
563,Conrad Asia Energy,2025,Mei,Laporan,Laporan Produksi Harian (Daily),"Submit tepat waktu, ada revisi minor",2,Harmonis
564,Conrad Asia Energy,2025,Mei,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
565,Conrad Asia Energy,2025,Mei,Partisipasi,Sosialisasi Lingkungan,Koordinasi program lingkungan sangat baik,3,Harmonis
566,Conrad Asia Energy,2025,Mei,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
567,Conrad Asia Energy,2025,Mei,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
568,PT Medco E&P Malaka,2025,Mei,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
569,PT Medco E&P Malaka,2025,Mei,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
570,PT Medco E&P Malaka,2025,Mei,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
571,PT Medco E&P Malaka,2025,Mei,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
572,PT Medco E&P Malaka,2025,Mei,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
573,PT Medco E&P Malaka,2025,Mei,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
574,PT Medco E&P Malaka,2025,Mei,Rapat,Technical Review Meeting,Pemaparan data teknis sangat akurat & solutif,3,Harmonis
575,PT Pema Global Energi,2025,Mei,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
576,PT Pema Global Energi,2025,Mei,Komunikasi,Surat Korespondensi Resmi,Administrasi rapi & tindak lanjut cepat,3,Harmonis
577,PT Pema Global Energi,2025,Mei,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
578,PT Pema Global Energi,2025,Mei,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
579,PT Pema Global Energi,2025,Mei,Partisipasi,Program Pengembangan SDM,Mengadakan sertifikasi gratis untuk teknisi lokal,3,Harmonis
580,PT Pema Global Energi,2025,Mei,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
581,PT Pema Global Energi,2025,Mei,Rapat,Technical Review Meeting,"Pemaparan cukup, ada tindak lanjut tambahan",2,Harmonis
582,Triangle Pase,2025,Mei,Komunikasi,Email Klarifikasi Teknis,Tidak ada balasan setelah 3 hari kerja,1,Kurang Harmonis
583,Triangle Pase,2025,Mei,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
584,Triangle Pase,2025,Mei,Laporan,Laporan Produksi Harian (Daily),Keterlambatan submit > 24 jam,1,Kurang Harmonis
585,Triangle Pase,2025,Mei,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
586,Triangle Pase,2025,Mei,Partisipasi,Kegiatan CSR Bersama,Koordinasi program pemberdayaan masyarakat sangat baik,3,Harmonis
587,Triangle Pase,2025,Mei,Rapat,MCM (Monthly Coordination Meeting),"Hadir diwakili staf teknis, cukup kooperatif",2,Harmonis
588,Triangle Pase,2025,Mei,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
589,Zaratex N.V.,2025,Mei,Komunikasi,Email Klarifikasi Teknis,Dibalas dalam 2-3 hari kerja,2,Harmonis
590,Zaratex N.V.,2025,Mei,Komunikasi,Surat Korespondensi Resmi,Sering membutuhkan follow-up berkali-kali,1,Kurang Harmonis
591,Zaratex N.V.,2025,Mei,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
592,Zaratex N.V.,2025,Mei,Laporan,FQR (Financial Quarterly Report),Laporan diterima dengan catatan kecil,2,Harmonis
593,Zaratex N.V.,2025,Mei,Partisipasi,Program Magang Lokal,Belum membuka kuota magang lokal / tidak kooperatif,1,Kurang Harmonis
594,Zaratex N.V.,2025,Mei,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
595,Zaratex N.V.,2025,Mei,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
596,Conrad Asia Energy,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
597,Conrad Asia Energy,2025,Juni,Komunikasi,Surat Korespondensi Resmi,Tanggapan diterima sesuai durasi standar,2,Harmonis
598,Conrad Asia Energy,2025,Juni,Laporan,Laporan Produksi Harian (Daily),Submit via portal tepat waktu & data sinkron,3,Harmonis
599,Conrad Asia Energy,2025,Juni,Laporan,FQR (Financial Quarterly Report),"Dokumen lengkap, lampiran sesuai regulasi",3,Harmonis
600,Conrad Asia Energy,2025,Juni,Partisipasi,Forum Kapasitas Nasional,Menjadi narasumber utama & membawa vendor lokal,3,Harmonis
601,Conrad Asia Energy,2025,Juni,Rapat,MCM (Monthly Coordination Meeting),"Dihadiri GM/Manager, proaktif dalam diskusi",3,Harmonis
602,Conrad Asia Energy,2025,Juni,Rapat,Technical Review Meeting,Data teknis tidak siap saat pemaparan,1,Kurang Harmonis
603,PT Medco E&P Malaka,2025,Juni,Komunikasi,Email Klarifikasi Teknis,Respon sangat cepat (< 24 jam),3,Harmonis
